Product_name,offer_price,Original_price,Product_URL
Fogg,Rs.312,Rs.2599,https://www.flipkart.com/fogg-1140-br-brown-day-date-analog-watch-men/p/itmf4zhzge2c9nft?pid=WATF4ZDBHXGP6FGZ&lid=LSTWATF4ZDBHXGP6FGZACP3AL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_68&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiTKsv0yHA0V5DYLq1sdF1iRZc%2FuYi3ydJk5uTvpeDRZQg%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
MAXIMA,Rs.937,Rs.2099,https://www.flipkart.com/maxima-o-46863cmgi-analog-watch-men/p/itmf3zgzevvmrb6h?pid=WATFYHKG98VKHKRD&lid=LSTWATFYHKG98VKHKRDQOIQTG&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_69&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFYHKG98VKHKRD.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-exclusive-choice-silver-diamond-studded-rose-gold-new-analog-watch-girls/p/itm8bf68d04c23ed?pid=WATFSG2PXBSGGXFH&lid=LSTWATFSG2PXBSGGXFHY2JZM5&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_70&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFSG2PXBSGGXFH.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
LIMESTONE,Rs.322,Rs.1999,https://www.flipkart.com/limestone-ls2803-all-black-mesh-strap-day-date-functioning-quartz-analog-watch-men/p/itmfgebnsy2a7ape?pid=WATFGEA6WJCWRSKA&lid=LSTWATFGEA6WJCWRSKAOUB3BP&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_71&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFGEA6WJCWRSKA.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
TIMEWEAR,Rs.229,Rs.799,https://www.flipkart.com/timewear-232bdtg-analog-watch-collection-men/p/itmfg3kgg4srwpzd?pid=WATFG3J2MVRZEVHC&lid=LSTWATFG3J2MVRZEVHCUBWZEK&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_72&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiS%2B2F3tCVcmcREWl2PJsnJ7WfHIdMJCzs6W9B3rKmtkJA%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
IMARA,Rs.947,Rs.2099,https://www.flipkart.com/imara-imara042-b-analog-watch-women/p/itm145c4c6b2b39d?pid=WATFVMDSYHHC2SGE&lid=LSTWATFVMDSYHHC2SGESNSPJX&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_73&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFVMDSYHHC2SGE.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Rizzly,Rs.229,Rs.1299,https://www.flipkart.com/rizzly-43-mate-blue-shined-casual-boys-designer-analog-watch-men/p/itmf8d3be94183e4?pid=WATFST5U5NXWNSGN&lid=LSTWATFST5U5NXWNSGNZ8TDMU&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_74&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFST5U5NXWNSGN.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.331,Rs.1799,https://www.flipkart.com/fogg-2038-bl-day-date-analog-watch-men/p/itm801665c1af39a?pid=WATEYMAFNQHAUTKB&lid=LSTWATEYMAFNQHAUTKBOFRVII&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_75&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATEYMAFNQHAUTKB.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.664,Rs.3199,https://www.flipkart.com/fogg-5070-bl-blue-day-date-analog-watch-couple/p/itmf5e5cyjucpkyc?pid=WATF5DUPZ6NQXMFH&lid=LSTWATF5DUPZ6NQXMFH3PFG74&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_76&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiT1KNdAfO1ND%2FVj4gMZADvzKK%2Fys2zwRTvVsq68wURyCw%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
HEMT,Rs.598,Rs.2999,https://www.flipkart.com/hemt-gold-dial-watch-hm-gsq214-gld-gld-analog-men/p/itm91594ff265e86?pid=WATFYMF8MGZYVJ4J&lid=LSTWATFYMF8MGZYVJ4J0UVUSA&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_77&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFYMF8MGZYVJ4J.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Carson,Rs.269,Rs.1499,https://www.flipkart.com/carson-cr2000blk-all-black-analog-watch-men/p/itm5175412bbf539?pid=WATFMUKYMPGYWEK7&lid=LSTWATFMUKYMPGYWEK7OHGLEO&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_78&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFMUKYMPGYWEK7.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
TIMEWEAR,Rs.399,Rs.2199,https://www.flipkart.com/timewear-175bdccstg-1-slim-series-analog-watch-men/p/itm88eae719c0280?pid=WATFGNS6N4EWNUUT&lid=LSTWATFGNS6N4EWNUUT1IPAFO&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_79&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=31bff3d0-8a3c-450e-88b7-72b127e66db6.WATFGNS6N4EWNUUT.SEARCH&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.331,Rs.2599,https://www.flipkart.com/fogg-2049-wh-white-day-date-analog-watch-men/p/itm622e7c1a8eecb?pid=WATF4N8GF2WXGM74&lid=LSTWATF4N8GF2WXGM747PSNQH&marketplace=FLIPKART&store=r18%2Ff13&srno=b_2_80&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_Z4HCzBnGxuB%2FvrxT%2F0Ima2yF%2FeWwVxIw%2BRWwPx5sYiTCNnRTuf1gDGRTrlINgyjEeTD9iu7unKHXpibZ4bK6og%3D%3D&ppt=None&ppn=None&ssid=hdcjt30ykg0000001622354922589
Fogg,Rs.664,Rs.3199,https://www.flipkart.com/fogg-5070-bl-blue-day-date-analog-watch-couple/p/itmf5e5cyjucpkyc?pid=WATF5DUPZ6NQXMFH&lid=LSTWATF5DUPZ6NQXMFH3PFG74&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_81&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATF5DUPZ6NQXMFH.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
HENCY,Rs.284,Rs.999,https://www.flipkart.com/hency-492-king-br-1-new-designer-watch-one-king-combo-men-boys-analog/p/itm7139e2d9522db?pid=WATFZHYWZXAAEWNB&lid=LSTWATFZHYWZXAAEWNBG08H3E&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_82&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFZHYWZXAAEWNB.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
SONATA,Rs.776,Rs.874,https://www.flipkart.com/sonata-8172sl01-analog-watch-women/p/itmfc29bc2910051?pid=WATFVN35K8U63KDT&lid=LSTWATFVN35K8U63KDTKO0YVE&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_83&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFVN35K8U63KDT.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
HMTE,Rs.304,Rs.999,https://www.flipkart.com/hmte-hm-3172-day-date-series-analog-watch-men/p/itm82e230782d74b?pid=WATFUKBZHPWYKK3E&lid=LSTWATFUKBZHPWYKK3EK3M9YL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_84&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSqDHJtfmEzI3Hqn68hmxzT%2Fm%2BfhNrECLc6Ok7uA1cNowA%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MIKADO,Rs.305,Rs.2299,https://www.flipkart.com/mikado-pink-alice-watch-comb-set-women-analog/p/itmb067a0eef2daa?pid=WATFGNMJKHCEHU8N&lid=LSTWATFGNMJKHCEHU8NJXSFVG&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_85&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFGNMJKHCEHU8N.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.349,Rs.1499,https://www.flipkart.com/rizzly-142-black-flower-designed-girls-women-analog-watch/p/itm924896c9b5e23?pid=WATFYHMZDNTVFMAZ&lid=LSTWATFYHMZDNTVFMAZPFS6JH&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_86&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFYHMZDNTVFMAZ.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.199,Rs.1299,https://www.flipkart.com/rizzly-216-brown-sporty-look-designer-analog-watch-men/p/itm061ab5fcb5ae6?pid=WATFVYGABHXVF6HH&lid=LSTWATFVYGABHXVF6HHZNTVB5&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_87&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFVYGABHXVF6HH.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
EDDY HAGER,Rs.341,Rs.2599,https://www.flipkart.com/eddy-hager-eh-226-sl-silver-day-date-analog-watch-men/p/itmbbd6924f1d368?pid=WATFNGVVPGJEBKD2&lid=LSTWATFNGVVPGJEBKD2SMDUYP&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_88&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSrbscAy0XiZMGg3lkLUkAkLtf%2FB0nXsa%2Bcjic10gDHw4w%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
SONATA,Rs.655,Rs.874,https://www.flipkart.com/sonata-8172sl05-analog-watch-women/p/itm28e56e3d721ae?pid=WATFVN35QWYX4RAB&lid=LSTWATFVN35QWYX4RABIDIYVU&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_89&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFVN35QWYX4RAB.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
HEMT,Rs.563,Rs.2499,https://www.flipkart.com/hemt-hm-gr095-gld-slv-analog-watch-men/p/itmfcpfgd3bfq8gz?pid=WATFCZ68FBBGWZD8&lid=LSTWATFCZ68FBBGWZD8LOICUN&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_90&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFCZ68FBBGWZD8.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Septem,Rs.349,Rs.1499,https://www.flipkart.com/septem-142-black-flower-designed-girls-women-analog-watch/p/itmab92a76e5c540?pid=WATGF7B6CFC7UJ2H&lid=LSTWATGF7B6CFC7UJ2HXYBGJA&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_91&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATGF7B6CFC7UJ2H.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fogg,Rs.498,Rs.2199,https://www.flipkart.com/fogg-7007-3-stylish-different-coloured-watch-combo-analog-men/p/itm65f08d0459ba2?pid=WATFKN27KVJHNMFB&lid=LSTWATFKN27KVJHNMFBIS2ZS7&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_92&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSq3qrCo3238KRaVETBCp7ru8P3ZMGl5O2oNGEHpdxs6GA%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MIKADO,Rs.284,Rs.1999,https://www.flipkart.com/mikado-blue-heart-analog-watch-women-bracelet/p/itmf6d00c3e9f12f?pid=WATFPHH32GG4PHME&lid=LSTWATFPHH32GG4PHMEI3CFBD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_93&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFPHH32GG4PHME.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MIKADO,Rs.189,Rs.1699,https://www.flipkart.com/mikado-tiara-fashion-lifestyle-queen-analog-watch-girls-women/p/itmf6nngryungf6p?pid=WATF6NHBTGZPDDFS&lid=LSTWATF6NHBTGZPDDFS6TKO5D&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_94&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATF6NHBTGZPDDFS.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fogg,Rs.305,Rs.2599,https://www.flipkart.com/fogg-2051-bk-black-day-date-analog-watch-men/p/itm4b10d3eeb8fec?pid=WATF4H5NPKVNWRUH&lid=LSTWATF4H5NPKVNWRUHH7DKRB&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_95&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATF4H5NPKVNWRUH.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-bracelet-flower-stone-silver-21st-century-analog-watch-women/p/itm6c3ab8cbaf17d?pid=WATFPEUY3ZVQ3XVN&lid=LSTWATFPEUY3ZVQ3XVNJS1OLU&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_96&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSqdQk31ap6azj24H8%2BFnynL2cWyQPM3aq5ZOcU6qR5OzQ%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Happy Khajana,Rs.281,Rs.499,https://www.flipkart.com/happy-khajana-kjr-32-analog-watch-men/p/itm60cd74b524c77?pid=WATFNRUXC3UUHQHQ&lid=LSTWATFNRUXC3UUHQHQCKQZPH&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_97&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFNRUXC3UUHQHQ.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.345,Rs.1999,https://www.flipkart.com/rizzly-stylish-men-s-casual-analog-watch-men/p/itmf9md3hhu8zsvu?pid=WATF9MB9ZE98QVGA&lid=LSTWATF9MB9ZE98QVGAY0H9BQ&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_98&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATF9MB9ZE98QVGA.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fogg,Rs.331,Rs.1649,https://www.flipkart.com/fogg-2058-bl-printed-blue-day-date-analog-watch-men/p/itmf5z7bueucthwv?pid=WATF5ZYXZHV7QG27&lid=LSTWATF5ZYXZHV7QG27THGSRE&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_99&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATF5ZYXZHV7QG27.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
TIMEWEAR,Rs.229,Rs.799,https://www.flipkart.com/timewear-233wdtg-analog-watch-collection-men/p/itmfg3kggezshetu?pid=WATFG3JFZJ2EVPHQ&lid=LSTWATFG3JFZJ2EVPHQYLOQBL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_100&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSoqaRH7HZUSLvZZWEUEqzmRKu8uhQNDi3KTA8Plse1jVQ%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-exclusive-choice-silver-diamond-studded-rose-gold-bracelet-analog-watch-women/p/itmb91b9bbb7f5db?pid=WATFPFTG3PXGT3HM&lid=LSTWATFPFTG3PXGT3HM5WDNM5&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_101&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFPFTG3PXGT3HM.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.197,Rs.1499,https://www.flipkart.com/rizzly-118-girls-stylish-analog-watch-girls/p/itm31509bc0a3e7f?pid=WATFZGNWPDG8ANKG&lid=LSTWATFZGNWPDG8ANKGLWZFMJ&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_102&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFZGNWPDG8ANKG.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
